.	O	.	.	P
1	O	LS	1	P
.	O	.	.	P
INCREASED	Observation_Modifier	VBN	increas	P
SIZE	Observation_Modifier	NN	size	P
OF	O	IN	of	P
MULTI-LOCULATED	Observation_Modifier	JJ	multi-locul	P
FLUID	Observation	NN	fluid	P
COLLECTIONS	Observation	NNS	collect	P
IN	O	IN	in	P
THE	O	DT	the	P
LEFT	Anatomy_Modifier	JJ	left	P
CHEST	Anatomy	NN	chest	P
WALL	Anatomy	NNP	wall	P
AND	O	CC	and	P
LEFT	Anatomy_Modifier	NNP	left	P
PLEURAL	Anatomy	NNP	pleural	P
SPACE	Anatomy	NNP	space	P
.	O	.	.	P
2	O	LS	2	P
.	O	.	.	P
STABLE	Observation_Modifier	JJ	stabl	P
PULMONARY	Anatomy	NN	pulmonari	P
PARENCHYMAL	Anatomy_Modifier	NN	parenchym	P
ABNORMALITIES	Observation	NNS	abnorm	P
AND	O	CC	and	P
CALCIFIED	Observation_Modifier	JJ	calcifi	P
NODES	Observation	NNS	node	P
IN	O	IN	in	P
THE	O	DT	the	P
HILUM	Anatomy	NN	hilum	P
AND	O	CC	and	P
MEDIASTINUM	Anatomy	NN	mediastinum	P
CONSISTENT	Uncertainty	JJ	consist	P
WITH	Uncertainty	IN	with	P
SARCOIDOSIS	Observation	NN	sarcoidosi	P
.	O	.	.	P
3	O	LS	3	P
.	O	.	.	P
POSTOPERATIVE	Observation	JJ	postop	P
CHANGES	O	NNS	chang	P
IN	O	IN	in	P
THE	O	DT	the	P
LEFT	Anatomy_Modifier	JJ	left	P
CHEST	Anatomy	NN	chest	P
WALL	Anatomy	NNP	wall	P
.	O	.	.	P
4	O	LS	4	P
.	O	.	.	P
STABLE	Observation_Modifier	JJ	stabl	P
NODULAR	Observation	NN	nodular	P
LIVER	Anatomy	NN	liver	P
WITH	O	IN	with	P
CALCIFIED	Observation_Modifier	JJ	calcifi	P
GRANULOMA	Observation	NN	granuloma	P
.	O	.	.	P
+	O	CC	+	P
EXAMINATION	O	NNP	examin	P
REVIEWED	O	NNP	review	P
&	O	CC	&	P
REPORTED	O	NNP	report	P
FINDINGS	O	NNS	find	P
CONFIRMED	O	VBD	confirm	P
BY	O	NN	by	P
:	O	:	:	P
-LSB-	O	-LRB-	-lsb-	P
doctor	O	NN	doctor	P
-RSB-	O	-RRB-	-rsb-	P
.	O	.	.	P
MCW	O	NN	mcw	P
1880417	O	CD	1880417	P
PER	O	IN	per	P
PE	Observation	NN	pe	P
PROTOCOL	O	NN	protocol	P
CT	Modality	NNP	ct	P
THORAX	Anatomy	NNP	thorax	P
AND	O	CC	and	P
CT	Modality	NNP	ct	P
PELVIS	Anatomy	NNP	pelvi	P
-LRB-	O	-LRB-	-lrb-	P
858A-B	O	NN	858a-b	P
-RRB-	O	-RRB-	-rrb-	P
:	O	:	:	P
CT	Modality	NNP	ct	P
EXAMINATION	O	NNP	examin	P
OF	O	IN	of	P
THE	O	DT	the	P
CHEST	Anatomy	NN	chest	P
WAS	O	VBD	be	P
PERFORMED	O	VBN	perform	P
ACCORDING	O	NNP	accord	P
TO	O	TO	to	P
PULMONARY	Observation	NN	pulmonari	P
EMBOLISM	Observation	NN	embol	P
PROTOCOL	O	NN	protocol	P
.	O	.	.	P
COMPARISON	O	NN	comparison	P
:	O	:	:	P
CT	Modality	NN	ct	P
CHEST/ABDOMEN/PELVIS	O	NN	chest/abdomen/pelvi	P
DATED	O	VBD	date	P
-LSB-	O	-LRB-	-lsb-	P
date	O	NN	date	P
-RSB-	O	-RRB-	-rsb-	P
.	O	.	.	P
TECHNIQUE	O	NN	techniqu	P
:	O	:	:	P
HELICAL	O	JJ	helic	P
THIN	O	JJ	thin	P
SECTION	O	NN	section	P
IMAGING	O	NN	imag	P
WAS	O	VBD	be	P
OBTAINED	O	VBN	obtain	P
THROUGH	O	IN	through	P
THE	O	DT	the	P
CHEST	Anatomy	NN	chest	P
DURING	O	IN	dure	P
RAPID	O	JJ	rapid	P
ADMINISTRATION	O	NN	administr	P
OF	O	IN	of	P
NONIONIC	O	NNP	nonion	P
CONTRAST	O	NNP	contrast	P
,	O	,	,	P
AND	O	CC	and	P
DELAYED	O	VBN	delai	P
NONCONTIGUOUS	O	NNS	noncontigu	P
IMAGES	O	NNS	imag	P
WERE	O	VBD	be	P
OBTAINED	O	VBN	obtain	P
THROUGH	O	IN	through	P
THE	O	DT	the	P
PELVIS	Anatomy	NNS	pelvi	P
AND	O	CC	and	P
PROXIMAL	Anatomy_Modifier	JJ	proxim	P
PORTIONS	O	NNS	portion	P
OF	O	IN	of	P
THE	O	DT	the	P
LOWER	Anatomy	JJR	lower	P
EXTREMITIES	Anatomy	NN	extrem	P
.	O	.	.	P
121	O	CD	121	P
CC	O	NN	cc	P
OF	O	IN	of	P
OMNI-350	O	NN	omni-350	P
WAS	O	NNP	wa	P
USED	O	NNP	us	P
.	O	.	.	P
FINDINGS	O	NNS	find	P
:	O	:	:	P
THERE	O	VB	there	P
IS	O	VBZ	be	P
GRAVITY	Observation_Modifier	NN	graviti	P
DEPENDENT	Observation_Modifier	JJ	depend	P
ATELECTASIS	Observation	NN	atelectasi	P
IN	O	IN	in	P
THE	O	DT	the	P
LUNG	Anatomy	NN	lung	P
BASES	Anatomy_Modifier	NNS	basi	P
.	O	.	.	P
NEW	Observation_Modifier	NNP	new	P
PATCHY	Observation_Modifier	NNP	patchi	P
AREAS	O	NNPS	area	P
OF	O	IN	of	P
CONSOLIDATION	Observation	NNP	consolid	P
IN	O	IN	in	P
THE	O	DT	the	P
LEFT	Anatomy_Modifier	NNP	left	P
LOWER	Anatomy	NNP	lower	P
LOBE	Anatomy	NNP	lobe	P
ARE	O	VBP	be	P
SUSPICIOUS	Uncertainty	JJ	suspici	P
FOR	Uncertainty	IN	for	P
ASPIRATION	Observation	NNP	aspir	P
VS.	O	NNP	vs.	P
ATELECTASIS	Observation	NNP	atelectasi	P
.	O	.	.	P
THERE	O	VB	there	P
IS	O	VBZ	be	P
AN	O	DT	a	P
INCIDENTAL	Observation_Modifier	JJ	incident	P
PNEUMATOCELE	Observation	NN	pneumatocel	P
IN	O	IN	in	P
THE	O	DT	the	P
MEDIAL	Anatomy_Modifier	JJ	medial	P
BASAL	Anatomy_Modifier	NN	basal	P
SEGMENT	Anatomy_Modifier	NN	segment	P
OF	O	IN	of	P
THE	O	DT	the	P
RIGHT	Anatomy_Modifier	NNP	right	P
LOWER	Anatomy	NNP	lower	P
LOBE	Anatomy	NNP	lobe	P
ON	O	NNP	on	P
IMAGE	O	NNP	imag	P
#	O	#	#	P
114	O	CD	114	P
.	O	.	.	P
HEART	Anatomy	NN	heart	P
SIZE	Observation_Modifier	NN	size	P
IS	O	VBZ	be	P
NORMAL	Observation	NN	normal	P
.	O	.	.	P
NO	Uncertainty	DT	no	P
PLEURAL	Anatomy	NNP	pleural	N
OR	O	NN	or	N
PERICARDIAL	Anatomy	NNP	pericardi	N
EFFUSIONS	Observation	NNS	effus	N
.	O	.	.	P
NO	O	DT	no	P
MEDIASTINAL	Anatomy	NNP	mediastin	N
OR	O	NN	or	N
HILAR	Anatomy	NN	hilar	N
LYMPHADENOPATHY	Observation	NN	lymphadenopathi	N
.	O	.	.	P
THERE	O	VB	there	P
IS	O	VBZ	be	P
A	O	DT	a	P
FOCAL	Observation_Modifier	JJ	focal	P
FILLING	Observation	NN	fill	P
DEFECT	Observation	NN	defect	P
SEEN	O	NN	seen	P
IN	O	IN	in	P
A	O	DT	a	P
SUBSEGMENTAL	Anatomy_Modifier	JJ	subsegment	P
BRANCH	Anatomy_Modifier	NN	branch	P
OF	O	IN	of	P
THE	O	DT	the	P
SUPERIOR	Anatomy_Modifier	NNP	superior	P
SEGMENT	Anatomy_Modifier	NNP	segment	P
OF	O	IN	of	P
THE	O	DT	the	P
RIGHT	Anatomy_Modifier	NNP	right	P
LOWER	Anatomy_Modifier	NNP	lower	P
LOBE	Anatomy_Modifier	NNP	lobe	P
PULMONARY	Anatomy	NN	pulmonari	P
ARTERY	Anatomy	NN	arteri	P
THAT	O	WDT	that	P
IS	O	VBZ	be	P
ONLY	O	NNP	onli	P
VISIBLE	O	NNP	visibl	P
ON	O	NNP	on	P
ONE	O	CD	on	P
IMAGE	O	NN	imag	P
.	O	.	.	P
THIS	O	NNP	thi	P
IS	O	VBZ	be	P
IN	O	IN	in	P
AN	O	DT	a	P
AREA	O	NN	area	P
OF	O	IN	of	P
RESPIRATORY	Observation	NN	respiratori	P
MOTION	Observation	NN	motion	P
AND	O	CC	and	P
NOT	O	NN	not	P
CORROBORATED	O	VBD	corrobor	N
ON	O	IN	on	N
THE	O	DT	the	N
SAGITTAL	O	NNP	sagitt	N
AND	O	CC	and	N
CORONAL	O	NNP	coron	N
REFORMATTED	O	VBD	reformat	N
IMAGES	O	NNS	imag	N
.	O	.	.	P
THIS	O	NNP	thi	P
IS	O	VBZ	be	P
MOST	Uncertainty	JJS	most	P
LIKELY	Uncertainty	JJ	like	P
SECONDARY	Observation	NNP	secondari	P
VOLUME	Observation	NNP	volum	P
AVERAGING	Observation	VBG	averag	P
WITH	O	IN	with	P
THE	O	DT	the	P
ADJACENT	Anatomy_Modifier	JJ	adjac	P
PULMONARY	Anatomy	NN	pulmonari	P
VESSEL	Anatomy	NN	vessel	P
WALL	Anatomy_Modifier	NNP	wall	P
.	O	.	.	P
NO	Uncertainty	DT	no	P
OTHER	O	NNP	other	N
FOCAL	Observation_Modifier	NNP	focal	N
FILLING	Observation	VBG	fill	N
DEFECTS	Observation	NNS	defect	N
ARE	O	VBP	be	N
SEEN	O	NN	seen	N
TO	O	TO	to	N
SUGGEST	O	NNP	suggest	N
PULMONARY	Observation	NN	pulmonari	N
EMBOLISM	Observation	NN	embol	N
.	O	.	.	P
DENSE	Observation_Modifier	JJ	dens	P
CONSOLIDATION	Observation	NN	consolid	P
AND	O	CC	and	P
MOTION	Observation	NN	motion	P
ARTIFACT	Observation	NN	artifact	P
,	O	,	,	P
PARTICULARLY	O	NNP	particularli	P
IN	O	IN	in	P
THE	O	DT	the	P
LEFT	Anatomy_Modifier	JJ	left	P
BASE	Anatomy_Modifier	NN	base	P
,	O	,	,	P
COULD	O	NNP	could	P
OBSCURE	O	NNP	obscur	P
A	O	NNP	a	P
SMALL	Observation_Modifier	NNP	small	P
SUBSEGMENTAL	Observation_Modifier	NNP	subsegment	P
PULMONARY	Observation	NN	pulmonari	P
EMBOLISM	Observation	NN	embol	P
.	O	.	.	P
THERE	O	VB	there	P
IS	O	VBZ	be	P
RESIDUAL	Observation	NNP	residu	P
THYMIC	Observation	NNP	thymic	P
TISSUE	Observation	NNP	tissu	P
IN	O	IN	in	P
THE	O	DT	the	P
SUPERIOR	Anatomy_Modifier	NNP	superior	P
MEDIASTINUM	Anatomy	NNP	mediastinum	P
.	O	.	.	P
PROMINENT	Observation_Modifier	JJ	promin	P
INTRA	Anatomy_Modifier	NNS	intra	P
AND	O	CC	and	P
EXTRAHEPATIC	Anatomy_Modifier	NNS	extrahepat	P
BILIARY	Anatomy	JJ	biliari	P
DUCTS	Anatomy	NNS	duct	P
ARE	O	VBP	be	P
AGAIN	O	RB	again	P
NOTED	O	VBN	note	P
.	O	.	.	P
THIS	O	NNP	thi	P
MAY	Uncertainty	NNP	mai	P
BE	Uncertainty	VB	be	P
A	O	DT	a	P
NORMAL	Observation	JJ	normal	P
VARIANT	Observation	NN	variant	P
.	O	.	.	P
IMAGES	O	NNS	imag	P
OF	O	IN	of	P
THE	Anatomy_Modifier	DT	the	P
REST	Anatomy_Modifier	NN	rest	P
OF	Anatomy_Modifier	IN	of	P
THE	O	DT	the	P
UPPER	Anatomy_Modifier	NNP	upper	P
ABDOMEN	Anatomy	NNP	abdomen	P
ARE	O	VBP	be	P
OTHERWISE	O	JJ	otherwis	P
UNREMARKABLE	Observation	NNP	unremark	P
.	O	.	.	P
A	O	DT	a	P
FOLEY	Observation	NNP	folei	P
CATHETER	Observation	NNP	cathet	P
IS	O	VBZ	be	P
IN	O	IN	in	P
A	O	DT	a	P
DECOMPRESSED	Anatomy_Modifier	VBN	decompress	P
BLADDER	Anatomy	NN	bladder	P
.	O	.	.	P
NO	Uncertainty	DT	no	P
DVT	Observation	NNP	dvt	N
.	O	.	.	P
NO	Uncertainty	NN	no	P
OSSEOUS	Anatomy	NNS	osseou	N
DESTRUCTIVE	Observation_Modifier	JJ	destruct	N
LESIONS	Observation	NNS	lesion	N
ARE	O	VBP	be	N
IDENTIFIED	O	VBN	identifi	N
.	O	.	.	P
THERE	O	VB	there	P
IS	O	VBZ	be	P
AN	O	DT	a	P
INTRAMEDULLARY	Observation	NNP	intramedullari	P
ROD	Observation	NNP	rod	P
PARTIALLY	O	RB	partial	P
VISUALIZED	O	VBD	visual	P
IN	O	IN	in	P
THE	O	DT	the	P
PROXIMAL	Anatomy_Modifier	JJ	proxim	P
RIGHT	Anatomy_Modifier	NN	right	P
TIBIA	Anatomy	NN	tibia	P
.	O	.	.	P
1	O	LS	1	P
.	O	.	.	P
NO	Uncertainty	DT	no	P
EVIDENCE	Uncertainty	NNP	evid	P
OF	Uncertainty	IN	of	N
PE	Observation	NNP	pe	N
OR	O	NN	or	N
DVT	Observation	NNP	dvt	N
.	O	.	.	P
A	O	DT	a	P
SMALL	Observation_Modifier	NNP	small	P
SUBSEGMENTAL	Observation_Modifier	NNP	subsegment	P
PE	Observation	NNP	pe	P
CAN	Uncertainty	NNP	can	P
NOT	Uncertainty	NNP	not	N
ENTIRELY	Uncertainty	RB	entir	N
BE	Uncertainty	VBP	be	N
EXCLUDED	Uncertainty	NNP	exclud	N
IN	O	IN	in	N
THE	O	DT	the	N
BASAL	Anatomy_Modifier	JJ	basal	N
SEGMENTS	Anatomy_Modifier	NNS	segment	N
OF	O	IN	of	N
THE	O	DT	the	N
LEFT	Anatomy_Modifier	NNP	left	N
LOWER	Anatomy	NNP	lower	N
LOBE	Anatomy	NNP	lobe	N
SECONDARY	O	NNP	secondari	P
TO	O	TO	to	P
MOTION	Observation	NNP	motion	P
ARTIFACT	Observation	NNP	artifact	P
AND	O	CC	and	P
ADJACENT	O	JJ	adjac	P
CONSOLIDATION	Observation	NN	consolid	P
.	O	.	.	P
2	O	LS	2	P
.	O	.	.	P
PATCHY	Observation_Modifier	JJ	patchi	P
AREAS	O	NNS	area	P
OF	O	IN	of	P
CONSOLIDATION	Observation	NNP	consolid	P
IN	O	IN	in	P
THE	O	DT	the	P
LEFT	Anatomy_Modifier	NNP	left	P
LOWER	Anatomy	NNP	lower	P
LOBE	Anatomy	NNP	lobe	P
,	O	,	,	P
MOST	Uncertainty	JJS	most	P
LIKELY	Uncertainty	JJ	like	P
SECONDARY	O	NN	secondari	P
TO	O	TO	to	P
ASPIRATION	Observation	NNP	aspir	P
VERSUS	O	NNP	versu	P
ATELECTASIS	Observation	NNP	atelectasi	P
.	O	.	.	P
3	O	LS	3	P
.	O	.	.	P
STABLE	Observation_Modifier	JJ	stabl	P
PROMINENT	Observation	JJ	promin	P
INTRA	Anatomy_Modifier	NN	intra	P
AND	O	CC	and	P
EXTRAHEPATIC	Anatomy_Modifier	NN	extrahepat	P
BILIARY	Anatomy	NN	biliari	P
DUCTS	Anatomy	NNS	duct	P
OF	O	IN	of	P
UNCERTAIN	Observation_Modifier	NNP	uncertain	P
SIGNIFICANCE	Observation_Modifier	NNP	signific	P
.	O	.	.	P
THIS	O	NNP	thi	P
MAY	O	NNP	mai	P
REPRESENT	O	NNP	repres	P
A	O	NNP	a	P
NORMAL	Observation	NNP	normal	P
VARIANT	Observation	NNP	variant	P
.	O	.	.	P
CORRELATE	O	VB	correl	P
CLINICALLY	O	RB	clinic	P
.	O	.	.	P
+	O	CC	+	P
EXAMINATION	O	NN	examin	P
REVIEWED	O	VBN	review	P
AND	O	CC	and	P
REPORTED	O	VBN	report	P
FINDINGS	O	NNS	find	P
CONFIRMED	O	VBD	confirm	P
BY	O	NN	by	P
:	O	:	:	P
-LSB-	O	-LRB-	-lsb-	P
doctor	O	NN	doctor	P
-RSB-	O	-RRB-	-rsb-	P
.	O	.	.	P
