MCW	O	NN	mcw	P	B
MULTIPLE	1_Red_Minutes	JJ	multipl	P	B
BILATERAL	1_Red_Minutes	JJ	bilater	P	I
PULMONARY	1_Red_Minutes	NN	pulmonari	P	I
NODULES	1_Red_Minutes	NNS	nodul	P	I
AND	1_Red_Minutes	CC	and	P	I
MULTIPLE	1_Red_Minutes	JJ	multipl	P	I
PLEURAL	1_Red_Minutes	JJ	pleural	P	I
NODULES	1_Red_Minutes	NN	nodul	P	I
ON	1_Red_Minutes	IN	on	P	I
THE	1_Red_Minutes	DT	the	P	I
RIGHT	1_Red_Minutes	NN	right	P	E
ARE	O	VBP	be	P	O
SEEN	O	NN	seen	P	B
AND	O	CC	and	P	I
ARE	O	VBP	be	P	I
SUSPICIOUS	1_Red_Minutes	JJ	suspici	P	I
FOR	1_Red_Minutes	IN	for	P	I
METASTATIC	1_Red_Minutes	NN	metastat	P	I
DISEASE	1_Red_Minutes	NN	diseas	P	E
.	O	.	.	P	O
THE	O	DT	the	P	B
LARGEST	O	NNPS	largest	P	I
OF	O	IN	of	P	I
THESE	O	NNP	these	P	E
IS	O	VBZ	be	P	O
A	O	DT	a	P	B
1.5	O	CD	1.5	P	I
X	O	NN	x	P	I
1.1	O	CD	1.1	P	I
CM	O	NN	cm	P	I
NODULE	O	NN	nodul	P	E
IN	O	IN	in	P	O
THE	O	DT	the	P	B
RIGHT	O	NN	right	P	I
MIDDLE	O	JJ	middl	P	I
LOBE	O	NN	lobe	P	E
.	O	.	.	P	O
THERE	O	VB	there	P	O
IS	O	VBZ	be	P	O
AN	O	DT	a	P	B
EVEN	O	NNP	even	P	I
LARGER	1_Red_Minutes	NNP	larger	P	I
MASS	1_Red_Minutes	NNP	mass	P	I
OR	1_Red_Minutes	NN	or	P	I
MASS-LIKE	1_Red_Minutes	NNP	mass-lik	P	I
AREA	1_Red_Minutes	NN	area	P	I
OF	1_Red_Minutes	IN	of	P	I
CONSOLIDATION	1_Red_Minutes	NNP	consolid	P	I
IN	1_Red_Minutes	IN	in	P	I
THE	1_Red_Minutes	DT	the	P	I
LEFT	1_Red_Minutes	NNP	left	P	I
LOWER	1_Red_Minutes	NNP	lower	P	I
LOBE	1_Red_Minutes	NNP	lobe	P	I
,	1_Red_Minutes	,	,	P	I
WHICH	1_Red_Minutes	WDT	which	P	I
MAY	1_Red_Minutes	NNP	mai	P	I
BE	1_Red_Minutes	VB	be	P	I
INFLAMMATORY	1_Red_Minutes	NNP	inflammatori	P	E
.	O	.	.	P	O
THERE	O	NNP	there	P	B
ARE	O	VBP	be	P	O
SCATTERED	O	JJ	scatter	P	B
AREAS	O	NNS	area	P	I
OF	O	IN	of	P	I
BRONCHIECTASIS	O	NN	bronchiectasi	P	E
.	O	.	.	P	O
THERE	O	VB	there	P	O
IS	O	VBZ	be	P	O
A	O	DT	a	P	B
FOCAL	O	JJ	focal	P	I
AREA	O	NN	area	P	I
OF	O	IN	of	P	I
MUCOUS	O	NNP	mucou	P	I
PLUGGING	O	NNP	plug	P	I
IN	O	IN	in	P	I
THE	O	DT	the	P	I
LEFT	O	NNP	left	P	I
LOWER	O	NNP	lower	P	I
LOBE	O	NNP	lobe	P	E
.	O	.	.	P	O
THERE	O	VB	there	P	O
IS	O	VBZ	be	P	O
A	O	DT	a	P	B
TINY	3_Yellow_Days	JJ	tini	P	I
RIGHT	3_Yellow_Days	NNP	right	P	I
PLEURAL	3_Yellow_Days	NNP	pleural	P	I
EFFUSION	3_Yellow_Days	NN	effus	P	E
.	O	.	.	P	O
THE	O	DT	the	P	B
ADRENAL	O	JJ	adren	P	I
GLANDS	O	NNS	gland	P	E
APPEAR	O	VBP	appear	P	O
NORMAL	O	JJ	normal	P	B
BILATERALLY	O	NN	bilater	P	E
.	O	.	.	P	O
THERE	O	VB	there	P	O
IS	O	VBZ	be	P	O
A	O	DT	a	P	B
LOW	O	RB	low	P	I
DENSITY	O	NN	densiti	P	E
LESION	1_Red_Minutes	NN	lesion	P	B
IN	O	IN	in	P	I
THE	O	DT	the	P	I
POSTERIOR	O	NN	posterior	P	I
SEGMENT	O	NN	segment	P	I
OF	O	IN	of	P	I
THE	O	DT	the	P	I
RIGHT	1_Red_Minutes	NN	right	P	I
LOBE	1_Red_Minutes	NN	lobe	P	I
OF	O	IN	of	P	I
THE	O	DT	the	P	I
LIVER	1_Red_Minutes	NN	liver	P	I
,	O	,	,	P	I
WHICH	O	WDT	which	P	I
IS	O	VBZ	be	P	I
SUSPICIOUS	1_Red_Minutes	NNP	suspici	P	I
FOR	1_Red_Minutes	IN	for	P	I
A	1_Red_Minutes	DT	a	P	I
HEPATIC	1_Red_Minutes	JJ	hepat	P	I
METASTASIS	1_Red_Minutes	NN	metastasi	P	E
.	O	.	.	P	O
THIS	O	NNP	thi	P	B
COULD	1_Red_Minutes	NNP	could	P	E
BE	1_Red_Minutes	VB	be	P	O
FURTHER	1_Red_Minutes	NNP	further	P	B
CHARACTERIZED	1_Red_Minutes	VBD	character	P	O
WITH	1_Red_Minutes	IN	with	P	O
DEDICATED	1_Red_Minutes	VBN	dedic	P	O
CT	1_Red_Minutes	NN	ct	P	B
OF	1_Red_Minutes	IN	of	P	I
THE	1_Red_Minutes	DT	the	P	I
ABDOMEN	1_Red_Minutes	NN	abdomen	P	I
AND	1_Red_Minutes	CC	and	P	I
PELVIS	1_Red_Minutes	NN	pelvi	P	E
.	O	.	.	P	O
ADDITIONAL	3_Yellow_Days	JJ	addit	P	B
QUESTIONABLE	3_Yellow_Days	JJ	question	P	I
LESIONS	3_Yellow_Days	NNS	lesion	P	E
ARE	3_Yellow_Days	VBP	be	P	O
SEEN	3_Yellow_Days	NNP	seen	P	B
IN	3_Yellow_Days	IN	in	P	I
THE	3_Yellow_Days	DT	the	P	I
LEFT	3_Yellow_Days	JJ	left	P	I
LOBE	3_Yellow_Days	NN	lobe	P	I
OF	3_Yellow_Days	IN	of	P	I
THE	3_Yellow_Days	DT	the	P	I
LIVER	3_Yellow_Days	NN	liver	P	E
.	O	.	.	P	O
THERE	O	VB	there	P	O
IS	O	VBZ	be	P	O
A	O	DT	a	P	B
SMALL	O	NNP	small	P	I
SPLENULE	O	NNP	splenul	P	E
.	O	.	.	P	O
THE	O	DT	the	P	B
VISUALIZED	O	VBD	visual	P	O
PORTIONS	O	NNPS	portion	P	B
OF	O	IN	of	P	I
THE	O	DT	the	P	I
KIDNEYS	O	NNS	kidnei	P	I
AND	O	CC	and	P	I
PANCREAS	O	NN	pancrea	P	E
ARE	O	VBP	be	P	O
UNREMARKABLE	O	NNP	unremark	P	B
.	O	.	.	P	O
DEGENERATIVE	O	JJ	degen	P	B
CHANGES	O	NNS	chang	P	E
ARE	O	VBP	be	P	O
SEEN	O	NNP	seen	P	B
IN	O	IN	in	P	I
THE	O	DT	the	P	I
THORACIC	O	JJ	thorac	P	I
SPINE	O	NN	spine	P	E
.	O	.	.	P	O
THERE	O	VB	there	P	O
IS	O	VBZ	be	P	O
NO	O	NN	no	P	B
EVIDENCE	O	NN	evid	P	I
OF	O	IN	of	N	I
OSSEOUS	O	JJ	osseou	N	I
METASTASES	O	NNS	metastas	N	E
.	O	.	.	P	O
1	O	LS	1	P	O
.	O	.	.	P	O
RIGHT	1_Red_Minutes	NN	right	P	B
UPPER	1_Red_Minutes	NNP	upper	P	I
LOBE	1_Red_Minutes	NNP	lobe	P	I
MASS	1_Red_Minutes	NNP	mass	P	I
HIGHLY	1_Red_Minutes	NNP	highli	P	I
SUSPICIOUS	1_Red_Minutes	NNP	suspici	P	I
FOR	1_Red_Minutes	IN	for	P	I
PRIMARY	1_Red_Minutes	NNP	primari	P	I
CARCINOMA	1_Red_Minutes	NNP	carcinoma	P	I
OF	O	IN	of	P	I
THE	O	DT	the	P	I
LUNG	O	NN	lung	P	I
,	O	,	,	P	I
WITH	O	IN	with	P	E
ASSOCIATED	O	VBN	associ	P	O
EXTENSION	O	NN	extens	P	B
TO	O	TO	to	P	I
THE	O	DT	the	P	I
REGION	O	NN	region	P	I
OF	O	IN	of	P	I
THE	O	DT	the	P	I
RIGHT	O	NN	right	P	I
HILUM	O	NN	hilum	P	I
,	O	,	,	P	I
NARROWING	O	NNP	narrow	P	I
OF	O	IN	of	P	I
THE	O	DT	the	P	I
RIGHT	O	NN	right	P	I
ANTERIOR	O	NN	anterior	P	I
SEGMENTAL	O	JJ	segment	P	I
BRONCHUS	O	NNS	bronchu	P	I
,	O	,	,	P	I
SOFT	O	JJ	soft	P	I
TISSUE	O	NN	tissu	P	I
EXTENSION	O	NN	extens	P	I
INTO	O	IN	into	P	I
THE	O	DT	the	P	I
MEDIASTINUM	O	NNS	mediastinum	P	I
AND	O	CC	and	P	I
INTO	O	IN	into	P	I
THE	O	DT	the	P	I
SUBCARINAL	O	JJ	subcarin	P	I
REGION	O	NN	region	P	I
,	O	,	,	P	I
AND	O	CC	and	P	I
A	O	DT	a	P	I
RIGHT	1_Red_Minutes	NN	right	P	I
PARATRACHEAL	1_Red_Minutes	NN	paratrach	P	I
NECROTIC	1_Red_Minutes	NN	necrot	P	I
APPEARING	1_Red_Minutes	VBG	appear	P	I
MASS.	1_Red_Minutes	NNP	mass.	P	E
.	O	.	.	P	O
THERE	O	VB	there	P	O
IS	O	VBZ	be	P	O
ADDUCTION	1_Red_Minutes	NNP	adduct	P	B
OF	1_Red_Minutes	IN	of	P	I
THE	1_Red_Minutes	DT	the	P	I
RIGHT	1_Red_Minutes	NNP	right	P	I
FOCAL	1_Red_Minutes	NNP	focal	P	I
CORD	1_Red_Minutes	NNP	cord	P	I
RAISING	1_Red_Minutes	VBG	rais	P	I
THE	1_Red_Minutes	DT	the	P	I
POSSIBILITY	1_Red_Minutes	NN	possibl	P	I
OF	1_Red_Minutes	IN	of	P	I
RIGHT	1_Red_Minutes	NNP	right	P	I
FOCAL	1_Red_Minutes	NNP	focal	P	I
CORD	1_Red_Minutes	NNP	cord	P	I
PARALYSIS	1_Red_Minutes	NN	paralysi	P	E
.	O	.	.	P	O
2	O	LS	2	P	O
.	O	.	.	P	O
SCATTERED	1_Red_Minutes	VBN	scatter	P	O
BILATERAL	1_Red_Minutes	JJ	bilater	P	B
PULMONARY	1_Red_Minutes	NNPS	pulmonari	P	I
AND	1_Red_Minutes	CC	and	P	I
RIGHT	1_Red_Minutes	NNP	right	P	I
PLEURAL	1_Red_Minutes	NNP	pleural	P	I
NODULES	1_Red_Minutes	NNP	nodul	P	I
SUSPICIOUS	1_Red_Minutes	NNP	suspici	P	I
FOR	1_Red_Minutes	IN	for	P	I
A	1_Red_Minutes	DT	a	P	I
METASTASES	1_Red_Minutes	NNS	metastas	P	E
.	O	.	.	P	O
3	O	LS	3	P	O
.	O	.	.	P	O
AT	1_Red_Minutes	IN	at	P	O
LEAST	1_Red_Minutes	NNP	least	P	B
ONE	1_Red_Minutes	CD	on	P	I
HEPATIC	1_Red_Minutes	JJ	hepat	P	I
LESION	1_Red_Minutes	NN	lesion	P	I
SUSPICIOUS	1_Red_Minutes	JJ	suspici	P	I
FOR	1_Red_Minutes	IN	for	P	I
METASTASIS	1_Red_Minutes	NN	metastasi	P	E
.	O	.	.	P	O
4	O	LS	4	P	O
.	O	.	.	P	O
CENTRILOBULAR	3_Yellow_Days	NNP	centrilobular	P	B
EMPHYSEMA	3_Yellow_Days	NNP	emphysema	P	I
.	O	.	.	P	E
39313949	O	CD	39313949	P	B
FULL	O	NNP	full	P	I
RESULT	O	NNP	result	P	I
:	O	:	:	P	E
Examination	O	NN	examin	P	B
:	O	:	:	P	I
CT	O	NNP	ct	P	I
Thorax	O	NNP	thorax	P	I
with	O	IN	with	P	I
intravenous	O	JJ	intraven	P	I
contrast	O	NN	contrast	P	I
,	O	,	,	P	I
10/25/2009	O	CD	10/25/2009	P	E
Clinical	O	JJ	clinic	P	B
History	O	NN	histori	P	I
:	O	:	:	P	I
High-grade	O	JJ	high-grad	P	I
serous	O	JJ	serou	P	I
carcinoma	O	NN	carcinoma	P	I
of	O	IN	of	P	I
the	O	DT	the	P	I
ovary	O	NN	ovari	P	I
,	O	,	,	P	I
evaluate	O	VB	evalu	P	I
disease	O	NN	diseas	P	I
status	O	NN	statu	P	I
.	O	.	.	P	E
Comparison	O	NN	comparison	P	B
:	O	:	:	P	I
08/11/2009	O	CD	08/11/2009	P	I
.	O	.	.	P	E
Findings	O	NNS	find	P	B
:	O	:	:	P	E
A	O	DT	a	P	B
subcentimeter	3_Yellow_Days	NN	subcentimet	P	I
pulmonary	3_Yellow_Days	JJ	pulmonari	P	I
nodule	3_Yellow_Days	NN	nodul	P	E
in	O	IN	in	P	O
the	O	DT	the	P	B
left	3_Yellow_Days	JJ	left	P	I
upper	3_Yellow_Days	JJ	upper	P	I
lobe	3_Yellow_Days	NN	lobe	P	E
,	O	,	,	P	O
in	O	IN	in	P	O
the	O	DT	the	P	B
right	3_Yellow_Days	JJ	right	P	I
middle	3_Yellow_Days	JJ	middl	P	I
lobe	3_Yellow_Days	NN	lobe	P	I
near	O	IN	near	P	I
the	O	DT	the	P	I
horizontal	O	JJ	horizont	P	I
fissure	O	NN	fissur	P	E
and	O	CC	and	P	O
in	O	IN	in	P	O
the	O	DT	the	P	B
right	3_Yellow_Days	NN	right	P	E
lower	3_Yellow_Days	JJR	lower	P	B
lobe	3_Yellow_Days	NN	lobe	P	I
-LRB-	O	-LRB-	-lrb-	P	I
series	O	NN	seri	P	I
4	O	CD	4	P	I
,	O	,	,	P	I
image	O	NN	imag	P	I
33	O	CD	33	P	I
,	O	,	,	P	I
52	O	CD	52	P	I
and	O	CC	and	P	I
79	O	CD	79	P	I
-RRB-	O	-RRB-	-rrb-	P	E
remain	3_Yellow_Days	VBP	remain	P	O
unchanged	3_Yellow_Days	JJ	unchang	P	O
since	O	IN	sinc	P	O
06/25/2008	O	CD	06/25/2008	P	B
.	O	.	.	P	O
They	O	PRP	thei	P	B
are	O	VBP	be	P	O
indeterminate	3_Yellow_Days	JJ	indetermin	P	O
and	O	CC	and	P	O
can	3_Yellow_Days	MD	can	P	O
be	3_Yellow_Days	VB	be	P	O
followed	3_Yellow_Days	VBN	follow	P	O
for	3_Yellow_Days	IN	for	P	O
a	3_Yellow_Days	DT	a	P	B
total	3_Yellow_Days	NN	total	P	I
of	3_Yellow_Days	IN	of	P	I
2	3_Yellow_Days	CD	2	P	I
years	3_Yellow_Days	NNS	year	P	E
to	3_Yellow_Days	TO	to	P	O
determine	3_Yellow_Days	VB	determin	P	O
stability	3_Yellow_Days	NN	stabil	P	B
.	O	.	.	P	O
Elsewhere	O	RB	elsewher	P	O
,	O	,	,	P	O
nodular	O	JJ	nodular	P	B
thickening	O	VBG	thicken	P	I
along	O	IN	along	P	I
the	O	DT	the	P	I
major	O	JJ	major	P	I
fissures	O	NNS	fissur	P	E
remain	O	VBP	remain	P	O
unchanged	O	JJ	unchang	P	O
.	O	.	.	P	O
Minimal	O	JJ	minim	P	B
dependent	O	JJ	depend	P	I
pleural	O	JJ	pleural	P	I
thickening	O	VBG	thicken	P	I
in	O	IN	in	P	I
the	O	DT	the	P	I
left	O	VBN	leav	P	I
lower	O	JJR	lower	P	I
lobe	O	NN	lobe	P	E
is	O	VBZ	be	P	O
overall	O	JJ	overal	P	O
unchanged	O	JJ	unchang	P	O
.	O	.	.	P	O
There	O	EX	there	P	B
is	O	VBZ	be	P	O
otherwise	O	RB	otherwis	P	O
,	O	,	,	P	O
no	O	DT	no	P	B
pleural	O	JJ	pleural	N	I
effusions	O	NNS	effus	N	E
.	O	.	.	P	O
No	O	DT	no	P	B
abnormally	O	RB	abnorm	N	I
enlarged	O	JJ	enlarg	N	I
lymph	O	NN	lymph	N	I
nodes	O	NNS	node	N	E
lie	O	VBP	lie	N	O
within	O	IN	within	N	O
the	O	DT	the	N	B
thorax	O	NN	thorax	N	E
.	O	.	.	P	O
Osseous	O	JJ	osseou	P	B
metastasis	O	NN	metastasi	P	E
is	O	VBZ	be	P	O
absent	O	JJ	absent	P	O
.	O	.	.	P	O
The	O	DT	the	P	B
tip	O	NN	tip	P	I
of	O	IN	of	P	I
a	O	DT	a	P	I
right	O	JJ	right	P	I
port	O	NN	port	P	I
catheter	O	NN	cathet	P	E
lies	O	VBZ	lie	P	O
in	O	IN	in	P	O
the	O	DT	the	P	B
SVC	O	NNP	svc	P	E
.	O	.	.	P	O
IMPRESSION	O	NN	impress	P	B
:	O	:	:	P	E
A	3_Yellow_Days	DT	a	P	B
few	3_Yellow_Days	JJ	few	P	I
indeterminate	3_Yellow_Days	JJ	indetermin	P	I
pulmonary	3_Yellow_Days	JJ	pulmonari	P	I
nodules	3_Yellow_Days	NNS	nodul	P	E
remain	3_Yellow_Days	VBP	remain	P	O
stable	3_Yellow_Days	JJ	stabl	P	O
and	O	CC	and	P	O
can	3_Yellow_Days	MD	can	P	O
be	3_Yellow_Days	VB	be	P	O
followed	3_Yellow_Days	VBN	follow	P	O
for	3_Yellow_Days	IN	for	P	O
a	3_Yellow_Days	DT	a	P	B
total	3_Yellow_Days	NN	total	P	I
of	3_Yellow_Days	IN	of	P	I
2	3_Yellow_Days	CD	2	P	I
years	3_Yellow_Days	NNS	year	P	E
to	3_Yellow_Days	TO	to	P	O
determine	3_Yellow_Days	VB	determin	P	O
stability	3_Yellow_Days	NN	stabil	P	B
.	O	.	.	P	O
There	O	EX	there	P	B
is	O	VBZ	be	P	O
otherwise	O	RB	otherwis	P	O
,	O	,	,	P	O
no	O	DT	no	P	B
obvious	O	JJ	obviou	N	I
metastatic	O	JJ	metastat	N	I
disease	O	NN	diseas	N	I
to	O	TO	to	N	I
the	O	DT	the	N	I
thorax	O	NN	thorax	N	E
.	O	.	.	P	O
CT	O	NN	ct	P	B
CT	O	NN	ct	P	I
,	O	,	,	P	I
LUNG	O	NN	lung	P	I
,	O	,	,	P	I
MED	O	NNP	med	P	I
,	O	,	,	P	I
PLEURA	O	NNP	pleura	P	I
W/CONTRAST	O	NNP	w/contrast	P	E
71250	O	CD	71250	P	B
CT	O	NNP	ct	P	B
CHEST	O	NNP	chest	P	E
wo	O	MD	will	P	O
CT	O	NN	ct	P	B
05/05/2007	O	CD	05/05/2007	P	B
Contrast	O	NN	contrast	P	B
enhanced	O	VBD	enhanc	P	O
CT	O	NNP	ct	P	B
of	O	IN	of	P	I
