MCW	O	NN	mcw	P	B
UPPER	1_Red_Minutes	NNP	upper	P	I
LOBE	1_Red_Minutes	NNP	lobe	P	I
MASS	1_Red_Minutes	NNP	mass	P	I
IS	O	VBZ	be	P	I
IDENTIFIED	O	VBN	identifi	P	I
AT	O	IN	at	P	I
THE	O	DT	the	P	I
JUNCTION	O	NN	junction	P	I
OF	O	IN	of	P	I
THE	O	DT	the	P	I
SUPERIOR	O	NNP	superior	P	I
VENA	O	NNP	vena	P	I
CAVA	O	NNP	cava	P	I
AND	O	CC	and	P	I
LEFT	O	NNP	left	P	I
INNOMINATE	O	NNP	innomin	P	I
VEIN	O	NNP	vein	P	I
.	O	.	.	P	E
IT	O	PRP	it	P	B
MEASURES	O	NN	measur	P	I
3.6	O	CD	3.6	P	I
CM	O	NN	cm	P	I
X	O	NN	x	P	I
2.2	O	CD	2.2	P	I
CM	O	NN	cm	P	I
IN	O	IN	in	P	I
DIMENSION	O	NNP	dimens	P	I
.	O	.	.	P	E
COMPARED	O	VBN	compar	P	O
TO	O	TO	to	P	O
A	O	DT	a	P	B
SIMILAR	O	JJ	similar	P	I
LOCATION	O	NN	locat	P	E
,	O	,	,	P	O
THIS	O	NNP	thi	P	B
MASS	O	NNP	mass	P	E
MEASURED	O	VBD	measur	P	O
3.9	O	CD	3.9	P	B
MM	O	NN	mm	P	I
X	O	NN	x	P	E
2.6	O	CD	2.6	P	B
MM	O	NN	mm	P	I
IN	O	IN	in	P	I
DIMENSION	O	NNP	dimens	P	I
ON	O	NNP	on	P	I
THE	O	DT	the	P	I
PRIOR	O	NNP	prior	P	I
EXAM	O	NN	exam	P	E
.	O	.	.	P	O
THERE	O	VB	there	P	O
IS	O	VBZ	be	P	O
LARGE	1_Red_Minutes	NNP	larg	P	B
CENTRAL	1_Red_Minutes	NNP	central	P	I
HYPOATTENUATING	O	NNP	hypoattenu	P	I
COMPONENT	O	NNP	compon	P	I
SUGGESTING	O	VBG	suggest	P	I
NECROSIS	1_Red_Minutes	NNP	necrosi	P	I
WHICH	O	WDT	which	P	I
HAS	O	VBZ	have	P	I
INCREASED	O	JJ	increas	P	I
IN	O	IN	in	P	I
COMPARISON	O	NNP	comparison	P	I
TO	O	TO	to	P	I
THE	O	DT	the	P	I
PRIOR	O	JJ	prior	P	I
EXAMINATION	O	NN	examin	P	E
.	O	.	.	P	O
THERE	O	VB	there	P	O
IS	O	VBZ	be	P	O
PERIPHERAL	O	NNP	peripher	P	B
ENHANCEMENT	O	NNP	enhanc	P	E
.	O	.	.	P	O
THERE	O	VB	there	P	O
IS	O	VBZ	be	P	O
ADJACENT	O	JJ	adjac	P	B
MINIMAL	O	JJ	minim	P	I
ATELECTASIS	O	NNS	atelectasi	P	I
OF	O	IN	of	P	I
THE	O	DT	the	P	I
ANTERIOR	O	JJ	anterior	P	I
RIGHT	O	NN	right	P	I
UPPER	O	NNP	upper	P	I
LOBE	O	NNP	lobe	P	E
.	O	.	.	P	O
OTHERWISE	O	NNP	otherwis	P	B
,	O	,	,	P	I
NO	O	NN	no	P	I
ADDITIONAL	O	JJ	addit	N	I
PULMONARY	O	NN	pulmonari	N	I
NODULES	O	NNS	nodul	N	E
ARE	O	VBP	be	N	O
IDENTIFIED	O	VBN	identifi	N	O
.	O	.	.	P	O
THERE	O	VB	there	P	O
IS	O	VBZ	be	P	O
MOTION	O	NNP	motion	P	B
ARTIFACT	O	NNP	artifact	P	I
,	O	,	,	P	I
ESPECIALLY	O	NNP	especi	P	I
AT	O	IN	at	P	I
THE	O	DT	the	P	I
LUNG	O	NN	lung	P	I
BASES	O	NNS	basi	P	E
.	O	.	.	P	O
NO	O	NN	no	P	B
MEDIASTINAL	O	NN	mediastin	N	I
,	O	,	,	N	I
HILAR	O	NN	hilar	N	I
OR	O	NN	or	N	I
AXILLARY	O	NN	axillari	N	I
LYMPHADENOPATHY	O	NN	lymphadenopathi	N	E
IS	O	VBZ	be	N	O
SEEN	O	NNP	seen	N	B
.	O	.	.	P	O
THE	O	DT	the	P	B
PATIENT	O	NN	patient	P	E
HAS	O	VBZ	have	P	O
HAD	O	NNP	had	P	B
BILATERAL	O	NNP	bilater	P	I
MASTECTOMIES	O	NNPS	mastectomi	P	E
.	O	.	.	P	O
NO	O	DT	no	P	B
INTERNAL	O	JJ	intern	N	I
MAMMARY	O	NN	mammari	N	I
LYMPHADENOPATHY	O	NN	lymphadenopathi	N	E
IS	O	VBZ	be	N	O
SEEN	O	NNP	seen	N	B
.	O	.	.	P	O
THERE	O	NNP	there	P	B
ARE	O	VBP	be	P	O
SUBTLE	O	JJ	subtl	P	B
AREAS	O	NNS	area	P	I
OF	O	IN	of	P	I
LOW	O	RB	low	P	I
ATTENUATION	O	NN	attenu	P	E
WITHIN	O	IN	within	P	O
THE	O	DT	the	P	B
RIGHT	O	NN	right	P	I
THYROID	O	NN	thyroid	P	I
GLAND	O	NN	gland	P	I
,	O	,	,	P	I
WHICH	O	WDT	which	P	I
MAY	O	NNP	mai	P	I
REPRESENT	O	NNP	repres	P	I
SMALL	O	NNP	small	P	I
NODULES	O	NNS	nodul	P	E
.	O	.	.	P	O
AS	O	JJ	as	P	B
SEEN	O	NN	seen	P	I
ON	O	IN	on	P	I
THE	O	DT	the	P	I
PRIOR	O	JJ	prior	P	I
EXAMINATION	O	NN	examin	P	I
,	O	,	,	P	I
AGAIN	O	RB	again	P	I
IDENTIFIED	O	VBN	identifi	P	E
IS	O	VBZ	be	P	O
A	O	DT	a	P	B
PLEURAL	O	NN	pleural	P	I
-	O	:	-	P	I
BASED	O	NN	base	P	I
LINEAR	O	NN	linear	P	I
AREA	O	NN	area	P	I
OF	O	IN	of	P	I
THICKENING	O	VBG	thicken	P	I
MEASURING	O	VBG	measur	P	I
APPROXIMATELY	O	NN	approxim	P	I
5	O	CD	5	P	I
MM	O	NN	mm	P	I
IN	O	IN	in	P	I
SIZE	O	NNP	size	P	I
IN	O	IN	in	P	I
THE	O	DT	the	P	I
LEFT	O	JJ	left	P	I
APEX	O	NN	apex	P	I
,	O	,	,	P	I
WHICH	O	WDT	which	P	I
REMAINS	O	VBZ	remain	P	I
UNCHANGED	O	NNP	unchang	P	E
.	O	.	.	P	O
AS	O	JJ	as	P	B
SEEN	O	NN	seen	P	I
ON	O	IN	on	P	I
THE	O	DT	the	P	I
PRIOR	O	JJ	prior	P	I
EXAMINATION	O	NN	examin	P	I
,	O	,	,	P	I
EVALUATION	O	NN	evalu	P	I
OF	O	IN	of	P	I
THE	O	DT	the	P	I
LIVER	O	NN	liver	P	E
AGAIN	O	RB	again	P	O
DEMONSTRATES	O	VBZ	demonstr	P	O
A	O	DT	a	P	B
2.3	O	CD	2.3	P	I
CM	O	NN	cm	P	I
X	O	NN	x	P	I
1.7	O	CD	1.7	P	I
CM	O	NN	cm	P	I
LOW-ATTENUATION	O	NN	low-attenu	P	I
LESION	O	NN	lesion	P	I
IN	O	IN	in	P	I
SEGMENT	O	NN	segment	P	I
2	O	CD	2	P	I
,	O	,	,	P	I
WHICH	O	WDT	which	P	I
TAKEN	O	VBD	take	P	I
INTO	O	IN	into	P	I
ACCOUNT	O	NNP	account	P	I
DIFFERENCES	O	NNP	differ	P	I
IN	O	IN	in	P	I
TECHNIQUE	O	NNP	techniqu	P	I
,	O	,	,	P	I
DEMONSTRATES	O	VBZ	demonstr	P	I
NO	O	NN	no	P	I
SIGNIFICANT	O	JJ	signific	P	I
INTERVAL	O	NN	interv	N	I
CHANGE	O	NN	chang	N	E
.	O	.	.	P	O
ALSO	O	RB	also	P	O
IDENTIFIED	O	VBN	identifi	P	O
IS	O	VBZ	be	P	O
A	O	DT	a	P	B
LOW-ATTENUATION	O	NN	low-attenu	P	I
IN	O	IN	in	P	I
SEGMENT	O	NNP	segment	P	I
3	O	CD	3	P	I
OF	O	IN	of	P	I
THE	O	DT	the	P	I
LIVER	O	NN	liver	P	I
MEASURING	O	VBG	measur	P	I
APPROXIMATELY	O	NN	approxim	P	E
15	O	CD	15	P	B
MM	O	NN	mm	P	I
IN	O	IN	in	P	I
SIZE	O	NNP	size	P	I
,	O	,	,	P	I
WHICH	O	WDT	which	P	I
DEMONSTRATES	O	VBZ	demonstr	P	I
NO	O	NN	no	P	I
SIGNIFICANT	O	JJ	signific	P	I
INTERVAL	O	NN	interv	N	I
CHANGE	O	NN	chang	N	E
.	O	.	.	P	O
BOTH	3_Yellow_Days	DT	both	P	B
THESE	3_Yellow_Days	JJ	these	P	I
LESIONS	3_Yellow_Days	NNS	lesion	P	E
ARE	3_Yellow_Days	VBP	be	P	O
PRESUMED	3_Yellow_Days	VBN	presum	P	O
TO	3_Yellow_Days	TO	to	P	O
BE	3_Yellow_Days	VB	be	P	O
HEPATIC	3_Yellow_Days	JJ	hepat	P	B
CYSTS	3_Yellow_Days	NNS	cyst	P	E
.	O	.	.	P	O
A	O	DT	a	P	B
SMALLER	3_Yellow_Days	NN	smaller	P	I
LOW-ATTENUATION	3_Yellow_Days	NN	low-attenu	P	I
LESION	3_Yellow_Days	NN	lesion	P	E
IS	3_Yellow_Days	VBZ	be	P	O
IDENTIFIED	3_Yellow_Days	VBN	identifi	P	O
NEAR	3_Yellow_Days	IN	near	P	O
THE	3_Yellow_Days	DT	the	P	B
DOME	3_Yellow_Days	NN	dome	P	I
,	3_Yellow_Days	,	,	P	I
WHICH	3_Yellow_Days	WDT	which	P	I
IS	3_Yellow_Days	VBZ	be	P	I
TOO	3_Yellow_Days	NNP	too	P	I
SMALL	3_Yellow_Days	NNP	small	P	I
TO	3_Yellow_Days	TO	to	P	I
CHARACTERIZE	3_Yellow_Days	VB	character	P	I
SEEN	O	NNP	seen	P	I
ON	O	NNP	on	P	I
IMAGE	O	NNP	imag	P	I
#	O	#	#	P	I
85	O	CD	85	P	I
,	O	,	,	P	I
SERIES	O	NN	seri	P	I
3	O	CD	3	P	I
,	O	,	,	P	I
WHICH	O	WDT	which	P	I
MAY	O	NNP	mai	P	I
ALSO	O	NNP	also	P	I
REPRESENT	O	NNP	repres	P	I
A	O	NNP	a	P	I
SMALL	O	NNP	small	P	I
CYST	O	NNP	cyst	P	E
.	O	.	.	P	O
NO	3_Yellow_Days	DT	no	P	B
NEW	3_Yellow_Days	NNP	new	P	I
HEPATIC	3_Yellow_Days	NN	hepat	N	I
LESIONS	3_Yellow_Days	NNS	lesion	N	E
ARE	O	VBP	be	N	O
SEEN	O	NN	seen	N	B
.	O	.	.	P	O
WITHIN	O	IN	within	P	O
THE	O	DT	the	P	B
SPLEEN	O	NN	spleen	P	I
,	O	,	,	P	I
THERE	O	NN	there	P	E
IS	O	VBZ	be	P	O
A	O	DT	a	P	B
SUBTLE	O	JJ	subtl	P	I
AREA	O	NN	area	P	I
OF	O	IN	of	P	I
LOW-ATTENUATION	O	NNP	low-attenu	P	I
SEEN	O	NNP	seen	P	I
ON	O	NNP	on	P	E
A	O	NNP	a	P	B
PRIOR	O	NNP	prior	P	I
ABDOMEN/PELVIS	O	NN	abdomen/pelvi	P	I
CT	O	NNP	ct	P	I
DATED	O	NNP	date	P	E
-LSB-	O	-LRB-	-lsb-	P	B
date	O	NN	date	P	E
-RSB-	O	-RRB-	-rsb-	P	O
WITHIN	O	IN	within	P	O
THE	O	DT	the	P	B
SPLEEN	O	NN	spleen	P	I
,	O	,	,	P	I
WHICH	O	WDT	which	P	I
AGAIN	O	RB	again	P	I
MOST	O	JJS	most	P	I
LIKELY	O	NN	like	P	I
REPRESENTS	O	VBZ	repres	P	I
A	O	DT	a	P	I
SMALL	O	NNP	small	P	I
HEMANGIOMA	O	NNPS	hemangioma	P	I
AND	O	CC	and	P	I
MEASURES	O	NNPS	measur	P	I
APPROXIMATELY	O	NNP	approxim	P	I
2.7	O	CD	2.7	P	I
MM	O	NN	mm	P	I
IN	O	IN	in	P	I
SIZE	O	NNP	size	P	E
.	O	.	.	P	O
OTHERWISE	O	NNP	otherwis	P	B
,	O	,	,	P	I
THE	O	DT	the	P	I
SPLEEN	O	NN	spleen	P	E
IS	O	VBZ	be	P	O
UNREMARKABLE	O	NNP	unremark	P	B
.	O	.	.	P	O
THE	O	DT	the	P	B
BILATERAL	O	JJ	bilater	P	I
ADRENAL	O	JJ	adren	P	I
GLANDS	O	NNS	gland	P	I
AND	O	CC	and	P	I
KIDNEYS	O	NNS	kidnei	P	E
ARE	O	VBP	be	P	O
OTHERWISE	O	RB	otherwis	P	O
UNREMARKABLE	O	NNP	unremark	P	B
.	O	.	.	P	O
AN	O	DT	a	P	B
EXTRARENAL	O	NNP	extraren	P	I
PELVIS	O	NNP	pelvi	P	E
IS	O	VBZ	be	P	O
SEEN	O	NNP	seen	P	B
ON	O	NNP	on	P	I
THE	O	DT	the	P	I
RIGHT	O	NN	right	P	E
.	O	.	.	P	O
INCIDENTALLY	O	NNP	incident	P	B
NOTED	O	VBD	note	P	O
,	O	,	,	P	O
IS	O	VBZ	be	P	O
A	O	DT	a	P	B
RETROAORTIC	O	NN	retroaort	P	I
LEFT	O	JJ	left	P	I
RENAL	O	NN	renal	P	I
VEIN	O	NN	vein	P	E
.	O	.	.	P	O
THERE	O	VB	there	P	O
IS	O	VBZ	be	P	O
NO	O	NN	no	P	B
RETROPERITONEAL	O	NN	retroperiton	N	I
LYMPHADENOPATHY	O	NN	lymphadenopathi	N	E
.	O	.	.	P	O
THE	O	DT	the	P	B
PATIENT	O	NN	patient	P	E
IS	O	VBZ	be	P	O
STATUS	O	NNP	statu	P	B
POST	O	NNP	post	P	I
HYSTERECTOMY	O	NNP	hysterectomi	P	E
.	O	.	.	P	O
SMALL	3_Yellow_Days	NNP	small	N	B
AMOUNT	3_Yellow_Days	NNP	amount	N	I
OF	3_Yellow_Days	IN	of	N	I
FREE	3_Yellow_Days	NNP	free	N	I
FLUID	3_Yellow_Days	NNP	fluid	N	E
IS	3_Yellow_Days	VBZ	be	P	O
NOTED	3_Yellow_Days	VBD	note	P	O
WITHIN	3_Yellow_Days	IN	within	P	O
THE	3_Yellow_Days	DT	the	P	B
PELVIS	3_Yellow_Days	NN	pelvi	P	E
.	O	.	.	P	O
THIS	3_Yellow_Days	NNP	thi	P	B
IS	3_Yellow_Days	VBZ	be	P	O
NEW	3_Yellow_Days	NNP	new	P	B
IN	O	IN	in	P	I
COMPARISON	O	NNP	comparison	P	I
TO	O	TO	to	P	I
-LSB-	O	-LRB-	-lsb-	P	I
date	O	NN	date	P	I
-RSB-	O	-RRB-	-rsb-	P	E
.	O	.	.	P	O
NO	O	DT	no	P	B
ANEURYSMAL	O	NNP	aneurysm	N	I
DILATATION	O	NNPS	dilat	N	I
OF	O	IN	of	N	I
THE	O	DT	the	N	I
ABDOMINAL	O	JJ	abdomin	N	I
AORTA	O	NN	aorta	N	E
IS	O	VBZ	be	N	O
SEEN	O	NNP	seen	N	B
.	O	.	.	P	O
DELAYED	O	VBN	delai	P	O
IMAGING	O	NN	imag	P	B
THROUGH	O	IN	through	P	O
THE	O	DT	the	P	B
URINARY	O	JJ	urinari	P	I
BLADDER	O	NN	bladder	P	E
DEMONSTRATES	O	VBZ	demonstr	P	O
NO	O	NN	no	P	B
OBVIOUS	O	JJ	obviou	N	O
FILLING	O	VBG	fill	N	O
DEFECTS	O	NNS	defect	N	B
.	O	.	.	P	O
EVALUATION	O	NN	evalu	P	B
OF	O	IN	of	P	I
THE	O	DT	the	P	I
BONY	O	JJ	boni	P	I
WINDOWS	O	NNP	window	P	E
DEMONSTRATES	O	VBZ	demonstr	P	O
MULTILEVEL	O	JJ	multilevel	P	B
DEGENERATIVE	O	NN	degen	P	I
DISC	O	NN	disc	P	I
DISEASE	O	NN	diseas	P	E
.	O	.	.	P	O
A	O	DT	a	P	B
NEW	O	JJ	new	P	I
SMALL	O	NNP	small	P	I
RIGHT	O	NNP	right	P	I
PLEURAL	O	NNP	pleural	P	I
EFFUSION	O	NNP	effus	P	E
IS	O	VBZ	be	P	O
SEEN	O	NNP	seen	P	B
.	O	.	.	P	O
1	O	LS	1	P	O
.	O	.	.	P	O
SLIGHT	1_Red_Minutes	JJ	slight	P	B
INTERVAL	1_Red_Minutes	NNP	interv	P	I
DECREASE	1_Red_Minutes	NNP	decreas	P	I
IN	1_Red_Minutes	IN	in	P	I
SIZE	1_Red_Minutes	NNP	size	P	I
IN	O	IN	in	P	I
AN	O	DT	a	P	I
ANTERIOR	O	NN	anterior	P	I
SEGMENT	O	JJ	segment	P	I
RIGHT	1_Red_Minutes	NN	right	P	I
UPPER	1_Red_Minutes	NNP	upper	P	I
LOBE	1_Red_Minutes	NNP	lobe	P	I
MASS	1_Red_Minutes	NNP	mass	P	I
,	1_Red_Minutes	,	,	P	I
NOW	O	NNP	now	P	I
MEASURING	O	NNP	measur	P	I
3.6	O	CD	3.6	P	I
CM	O	NN	cm	P	I
X	O	NN	x	P	I
2.2	O	CD	2.2	P	I
CM	O	NN	cm	P	I
IN	O	IN	in	P	I
COMPARISON	O	NNP	comparison	P	I
TO	O	TO	to	P	I
3.9	O	CD	3.9	P	I
CM	O	NN	cm	P	I
X	O	NN	x	P	I
2.6	O	CD	2.6	P	I
CM	O	NN	cm	P	I
IN	O	IN	in	P	I
SIZE	O	NNP	size	P	I
.	O	.	.	P	E
THERE	O	NNP	there	P	B
HAS	O	VBZ	have	P	O
BEEN	O	NNP	been	P	B
INTERVAL	1_Red_Minutes	NNP	interv	P	I
DEVELOPMENT	1_Red_Minutes	NNP	develop	P	I
OF	1_Red_Minutes	IN	of	P	I
CENTRAL	1_Red_Minutes	NNP	central	P	I
NECROSIS	1_Red_Minutes	NNP	necrosi	P	E
.	O	.	.	P	O
THERE	O	VB	there	P	O
IS	O	VBZ	be	P	O
ADJACENT	O	JJ	adjac	P	B
ATELECTASIS	O	NN	atelectasi	P	I
TO	O	TO	to	P	I
THIS	O	NNP	thi	P	I
REGION	O	NNP	region	P	E
.	O	.	.	P	O
2	O	LS	2	P	O
.	O	.	.	P	O
NO	3_Yellow_Days	DT	no	P	B
SIGNIFICANT	3_Yellow_Days	JJ	signific	P	I
INTERVAL	3_Yellow_Days	NNP	interv	N	I
CHANGE	3_Yellow_Days	NNP	chang	N	I
IN	3_Yellow_Days	IN	in	N	I
SMALL	3_Yellow_Days	NNP	small	N	I
5	3_Yellow_Days	CD	5	N	I
MM	3_Yellow_Days	NN	mm	N	I
NODULAR	3_Yellow_Days	NN	nodular	N	I
LESION	3_Yellow_Days	NN	lesion	N	I
IN	3_Yellow_Days	IN	in	N	I
THE	3_Yellow_Days	DT	the	N	I
LEFT	3_Yellow_Days	JJ	left	N	I
APEX	3_Yellow_Days	NN	apex	N	I
.	O	.	.	P	E
NO	O	NN	no	P	B
NEW	O	JJ	new	P	I
NODULES	O	NNS	nodul	N	E
ARE	O	VBP	be	N	O
IDENTIFIED	O	VBN	identifi	N	O
.	O	.	.	P	O
3	O	LS	3	P	O
.	O	.	.	P	O
NEW	3_Yellow_Days	NNP	new	P	B
SMALL	3_Yellow_Days	NNP	small	P	I
RIGHT	3_Yellow_Days	NNP	right	P	I
PLEURAL	3_Yellow_Days	NNP	pleural	P	I
EFFUSION	3_Yellow_Days	NN	effus	P	I
.	O	.	.	P	E
4	O	LS	4	P	O
.	O	.	.	P	O
NO	O	DT	no	P	B
SIGNIFICANT	O	JJ	signific	P	I
INTERVAL	O	NNP	interv	N	I
CHANGE	O	NNP	chang	N	I
IN	O	IN	in	N	I
SEGMENT	O	NNP	segment	N	I
2	O	CD	2	N	I
AND	O	CC	and	N	I
3	O	CD	3	N	I
HEPATIC	O	NN	hepat	N	I
CYSTS	O	NNS	cyst	N	I
.	O	.	.	P	E
5	O	CD	5	P	B
.	O	.	.	P	O
INTERVAL	3_Yellow_Days	NNP	interv	N	B
DEVELOPMENT	3_Yellow_Days	NNP	develop	N	I
OF	3_Yellow_Days	IN	of	N	I
A	3_Yellow_Days	DT	a	N	I
SMALL	3_Yellow_Days	NNP	small	N	I
AMOUNT	3_Yellow_Days	NNP	amount	N	I
OF	3_Yellow_Days	IN	of	N	I
FREE	3_Yellow_Days	NNP	free	N	I
FLUID	3_Yellow_Days	NNP	fluid	N	I
IN	3_Yellow_Days	IN	in	P	I
THE	3_Yellow_Days	DT	the	P	I
PELVIS	3_Yellow_Days	NN	pelvi	P	I
,	O	,	,	P	I
CLINICAL	3_Yellow_Days	NNP	clinic	P	I
CORRELATION	3_Yellow_Days	NNP	correl	P	I
RECOMMENDED	3_Yellow_Days	NNP	recommend	P	I
.	O	.	.	P	E
+	O	CC	+	P	B
EXAMINATION	O	NNP	examin	P	I
REVIEWED	O	NNP	review	P	I
&	O	CC	&	P	I
REPORTED	O	NNP	report	P	I
FINDINGS	O	NNS	find	P	E
CONFIRMED	O	VBD	confirm	P	O
BY	O	NN	by	P	B
:	O	:	:	P	O
-LSB-	O	-LRB-	-lsb-	P	B
doctor	O	NN	doctor	P	E
-RSB-	O	-RRB-	-rsb-	P	O
.	O	.	.	P	O
71250	O	CD	71250	P	B
CT	O	NNP	ct	P	B
CHEST	O	NNP	chest	P	E
wo	O	MD	will	P	O
CT	O	NN	ct	P	B
05/10/2007	O	CD	05/10/2007	P	B
ES	O	NN	e	P	B
>	O	JJR	>	P	O
<	O	JJR	<	P	B
REPONonenhanced	O	JJ	repononenhanc	P	I
chest	O	NN	chest	P	I
CT	O	NN	ct	P	E
shows	O	VBZ	show	P	O
bilateral	O	JJ	bilater	P	B
pleural	O	JJ	pleural	P	I
plaques	O	NNS	plaqu	P	I
some	O	DT	some	P	I
of	O	IN	of	P	I
which	O	WDT	which	P	I
are	O	VBP	be	P	I
calcified	O	VBN	calcifi	P	I
suggesting	O	VBG	suggest	P	I
prior	O	RB	prior	P	I
asbestos	O	NN	asbesto	P	I
exposure	O	NN	exposur	P	E
.	O	.	.	P	O
Small	3_Yellow_Days	JJ	small	P	B
right	3_Yellow_Days	JJ	right	P	I
pleural	3_Yellow_Days	JJ	pleural	P	I
effusion	3_Yellow_Days	NN	effus	P	I
.	O	.	.	P	E
Mass-like	O	JJ	mass-lik	P	B
area	O	NN	area	P	I
of	O	IN	of	P	I
consolidation	O	NN	consolid	P	I
in	O	IN	in	P	I
the	O	DT	the	P	I
base	O	NN	base	P	I
of	O	IN	of	P	I
the	O	DT	the	P	I
right	3_Yellow_Days	NN	right	P	I
lower	3_Yellow_Days	JJR	lower	P	I
lobe	3_Yellow_Days	NN	lobe	P	I
medially	O	RB	medial	P	I
most	O	RBS	most	P	I
likely	O	JJ	like	P	E
represents	O	VBZ	repres	P	O
roundedatelectasis	3_Yellow_Days	NN	roundedatelectasi	P	B
.	O	.	.	P	O
Recommend	3_Yellow_Days	VB	recommend	P	O
follow-up	3_Yellow_Days	NN	follow-up	P	B
chest	O	NN	chest	P	I
CT	O	NN	ct	P	I
in	3_Yellow_Days	IN	in	P	I
six	3_Yellow_Days	CD	six	P	I
months	3_Yellow_Days	NNS	month	P	E
to	3_Yellow_Days	TO	to	P	O
a	3_Yellow_Days	DT	a	P	B
year	3_Yellow_Days	NN	year	P	I
to	O	TO	to	P	I
ensure	O	VB	ensur	P	I
stability	O	NN	stabil	P	E
.	O	.	.	P	O
No	O	DT	no	P	B
other	O	JJ	other	N	I
pulmonary	O	JJ	pulmonari	N	I
nodules	O	NNS	nodul	N	I
or	O	CC	or	N	I
lymphadenopathy	O	NN	lymphadenopathi	N	I
.	O	.	.	P	E
Focal	O	JJ	focal	P	B
area	O	NN	area	P	I
of	O	IN	of	P	I
fibrosis	O	NN	fibrosi	P	I
in	O	IN	in	P	I
the	O	DT	the	P	I
base	O	NN	base	P	I
of	O	IN	of	P	I
the	O	DT	the	P	I
right	O	JJ	right	P	I
middle	O	JJ	middl	P	I
lobe	O	NN	lobe	P	I
with	O	IN	with	P	I
associated	O	VBN	associ	P	I
mild	O	JJ	mild	P	I
traction	O	NN	traction	P	I
bronchiectasis	O	NN	bronchiectasi	P	I
.	O	.	.	P	E
Vascular	O	JJ	vascular	P	B
including	O	VBG	includ	P	I
coronary	3_Yellow_Days	JJ	coronari	P	I
artery	3_Yellow_Days	NN	arteri	P	I
calcifications	3_Yellow_Days	NNS	calcif	P	I
.	O	.	.	P	E
Multiple	O	JJ	multipl	P	B
bilateral	O	JJ	bilater	P	I
low	O	JJ	low	P	I
density	O	NN	densiti	P	I
lesions	O	NNS	lesion	P	I
in	O	IN	in	P	I
the	O	DT	the	P	I
kidneys	O	NNS	kidnei	P	I
most	O	RBS	most	P	I
likely	O	JJ	like	P	E
represent	O	VBP	repres	P	O
cysts	O	NNS	cyst	P	B
.	O	.	.	P	O
Ultrasound	O	NN	ultrasound	P	B
would	O	MD	would	P	O
be	O	VB	be	P	O
useful	O	JJ	us	P	O
for	O	IN	for	P	O
further	O	JJ	further	P	B
evaluation	O	NN	evalu	P	E
.	O	.	.	P	O
Bilateral	O	JJ	bilater	P	B
gynecomastia	O	NN	gynecomastium	P	I
.	O	.	.	P	E
301312277	O	CD	301312277	P	B
535192	O	NN	535192	P	B
IMGCTT	O	NNP	imgctt	P	B
